query-id	corpus-id	score
2000214	388983	1
2000215	446434	1
2000216	364331	1
2000217	403568	1
2000218	568745	1
2000219	61230	1
2000220	486818	1
2000221	158165	1
2000222	499102	1
2000223	483332	1
2000224	432134	1
2000225	508298	1
2000226	537887	1
2000227	84133	1
2000228	231225	1
2000229	507596	1
2000230	284827	1
2000231	105210	1
2000232	206906	1
2000233	179201	1
2000234	1392	1
2000235	295843	1
2000236	350791	1
2000237	298833	1
2000238	580895	1
2000239	11414	1
2000240	301841	1
2000241	371341	1
2000242	362790	1
2000243	105818	1
2000244	285472	1
2000245	145830	1
2000246	108233	1
2000247	160464	1
2000248	356131	1
2000249	296063	1
2000250	301984	1
2000251	231968	1
2000252	136654	1
2000253	592127	1
2000254	355976	1
2000255	421825	1
2000256	599755	1
2000257	398694	1
2000258	470087	1
2000259	253613	1
2000260	272669	1
2000261	173542	1
2000262	155436	1
2000263	80607	1
2000264	281023	1
2000265	171637	1
2000266	488360	1
2000267	432448	1
2000268	214093	1
2000269	351314	1
2000270	219321	1
2000271	530082	1
2000272	595772	1
2000273	27995	1
2000274	105657	1
2000275	336451	1
2000276	175470	1
2000277	266212	1
2000278	5778	1
2000279	163765	1
2000280	219302	1
2000281	448839	1
2000282	498236	1
2000283	429375	1
2000284	505190	1
2000285	136083	1
2000286	252677	1
2000287	307578	1
2000288	334380	1
2000289	320652	1
2000290	531689	1
2000291	414205	1
2000292	543165	1
2000293	584732	1
2000294	470515	1
2000295	162892	1
2000296	352759	1
2000297	574664	1
2000298	405143	1
2000299	340513	1
2000300	480773	1
2000301	518861	1
2000302	265521	1
2000303	19875	1
2000304	289083	1
2000305	382709	1
2000306	83080	1
2000307	191071	1
2000308	533607	1
2000309	399473	1
2000310	448552	1
2000311	139583	1
2000312	420876	1
2000313	232011	1
2000314	252653	1
2000315	94054	1
2000316	275516	1
2000317	397269	1
2000318	117007	1
2000319	242979	1
2000320	276928	1
2000321	71144	1
2000322	525269	1
2000323	436040	1
2000324	357682	1
2000325	236328	1
2000326	262772	1
2000327	375705	1
2000328	474187	1
2000329	536853	1
2000330	207380	1
2000331	332203	1
2000332	364048	1
2000333	381112	1
2000334	137079	1
2000335	402438	1
2000336	384980	1
2000337	13698	1
2000338	489888	1
2000339	486283	1
2000340	472311	1
2000341	176694	1
2000342	483285	1
2000343	36926	1
2000344	444679	1
2000345	561481	1
2000346	246216	1
2000347	528259	1
2000348	67220	1
2000349	174455	1
2000350	167060	1
2000351	380486	1
2000352	433428	1
2000353	123990	1
2000354	176496	1
2000355	427110	1
2000356	506643	1
2000357	377562	1
2000358	158805	1
2000359	309780	1
2000360	37928	1
2000361	334185	1
2000362	131676	1
2000363	246393	1
2000364	3150	1
2000365	305578	1
2000366	87820	1
2000367	315055	1
2000368	491252	1
2000369	97308	1
2000370	29400	1
2000371	235668	1
2000372	207895	1
2000373	532034	1
2000374	506664	1
2000375	354421	1
2000376	306742	1
2000377	545287	1
2000378	63866	1
2000379	151145	1
2000380	451492	1
2000381	358962	1
2000382	272636	1
2000383	365686	1
2000384	89099	1
2000385	578389	1
2000386	288073	1
2000387	28749	1
2000388	62233	1
2000389	88225	1
2000390	97964	1
2000391	519753	1
2000392	373730	1
2000393	195975	1
2000394	348016	1
2000395	317412	1
2000396	219990	1
2000397	42831	1
2000398	118149	1
2000399	129692	1
2000400	180249	1
2000401	332153	1
2000402	59725	1
2000403	451516	1
2000404	289262	1
2000405	65621	1
2000406	459051	1
2000407	290807	1
2000408	3940	1
2000409	505592	1
2000410	363430	1
2000411	552689	1
2000412	410990	1
2000413	215362	1
2000414	334027	1
2000415	53637	1
2000416	294780	1
2000417	106687	1
2000418	415817	1
2000419	312386	1
2000420	106875	1
2000421	78297	1
2000422	512593	1
2000423	361375	1
2000424	273071	1
2000425	281464	1
2000426	580442	1
2000427	553075	1
2000428	249107	1
2000429	116700	1
2000430	54574	1
2000431	316379	1
2000432	390456	1
2000433	293564	1
2000434	358769	1
2000435	490552	1
2000436	428694	1
2000437	458029	1
2000438	93705	1
2000439	38473	1
2000440	238850	1
2000441	132256	1
2000442	497563	1
2000443	526017	1
2000444	323709	1
2000445	308132	1
2000446	102155	1
2000447	65615	1
2000448	92528	1
2000449	181953	1
2000450	406314	1
2000451	211985	1
2000452	264469	1
2000453	26114	1
2000454	523969	1
2000455	201039	1
2000456	286320	1
2000457	263490	1
2000458	10290	1
2000459	152169	1
2000460	374460	1
2000461	75686	1
2000462	369584	1
2000463	202019	1
2000464	531462	1
2000465	2206	1
2000466	402525	1
2000467	451393	1
2000468	307752	1
2000469	249926	1
2000470	539508	1
2000471	72261	1
2000472	432080	1
2000473	581025	1
2000474	87350	1
2000475	187497	1
2000476	264822	1
2000477	418137	1
2000478	273652	1
2000479	20180	1
2000480	569814	1
2000481	174523	1
2000482	82543	1
2000483	226066	1
2000484	269057	1
2000485	15578	1
2000486	150711	1
2000487	143124	1
2000488	304023	1
2000489	219030	1
2000490	94730	1
2000491	347901	1
2000492	118184	1
2000493	570500	1
2000494	98736	1
2000495	295295	1
2000496	262597	1
2000497	355268	1
2000498	220795	1
2000499	311786	1
2000500	253606	1
