query-id	corpus-id	score
2000422	512593	1
2000425	281464	1
2000428	249107	1
2000431	316379	1
2000432	390456	1
2000435	490552	1
2000439	38473	1
2000440	238850	1
2000444	323709	1
2000447	65615	1
2000449	181953	1
2000450	406314	1
2000451	211985	1
2000452	264469	1
2000453	26114	1
2000459	152169	1
2000461	75686	1
2000462	369584	1
2000463	202019	1
2000466	402525	1
2000467	451393	1
2000468	307752	1
2000473	581025	1
2000474	87350	1
2000475	187497	1
2000477	418137	1
2000478	273652	1
2000479	20180	1
2000481	174523	1
2000482	82543	1
2000483	226066	1
2000484	269057	1
2000485	15578	1
2000487	143124	1
2000488	304023	1
2000490	94730	1
2000492	118184	1
2000493	570500	1
2000502	505377	1
2000508	76519	1
2000510	41469	1
2000512	40874	1
2000513	511563	1
2000515	155840	1
2000518	25975	1
2000521	10859	1
2000522	385102	1
2000523	461557	1
2000524	16926	1
2000528	519177	1
2000529	436729	1
2000531	263686	1
2000533	142136	1
2000534	290624	1
2000536	28134	1
2000537	166904	1
2000540	437896	1
2000541	446864	1
2000542	266312	1
2000543	497125	1
2000545	32143	1
2000546	38343	1
2000547	218316	1
2000549	220632	1
2000550	198135	1
2000551	359567	1
2000552	42737	1
2000553	86632	1
2000554	272890	1
2000556	466162	1
2000561	515104	1
2000563	442503	1
2000566	416919	1
2000567	31224	1
2000569	532012	1
2000571	157092	1
2000572	131635	1
2000573	547302	1
2000574	551746	1
2000575	48947	1
2000577	480451	1
2000578	429725	1
2000579	220774	1
2000583	340723	1
2000586	234411	1
2000587	206575	1
2000588	523952	1
2000590	419570	1
2000591	120416	1
2000594	306816	1
2000596	12481	1
2000597	343518	1
2000598	52858	1
2000600	465861	1
2000601	442436	1
2000602	592000	1
2000603	523761	1
2000605	563986	1
2000610	209136	1
2000618	39454	1
2000620	336869	1
2000621	93275	1
2000622	527500	1
2000624	184766	1
2000625	38125	1
2000627	233897	1
2000629	515724	1
2000631	39564	1
2000632	151261	1
2000634	495914	1
2000637	10128	1
2000647	485248	1
2000648	69421	1
2000649	202570	1
2000651	33463	1
2000654	291350	1
2000658	231959	1
2000661	338618	1
2000662	70907	1
2000669	326761	1
2000673	57044	1
2000674	167492	1
2000675	194437	1
2000676	481987	1
2000678	57781	1
2000682	173997	1
2000685	573220	1
2000686	327358	1
2000689	346035	1
2000694	14145	1
2000697	49948	1
2000700	396308	1
2000701	140484	1
2000702	125472	1
2000708	45695	1
2000712	189811	1
2000714	430522	1
2000718	333119	1
2000719	361971	1
2000721	370922	1
2000723	543348	1
2000728	294123	1
2000730	294628	1
2000731	365159	1
2000733	298059	1
2000734	579875	1
2000735	282958	1
2000736	189819	1
2000738	278122	1
2000739	413067	1
2000740	87884	1
2000741	39847	1
2000742	431984	1
2000744	569034	1
2000746	426539	1
2000748	443062	1
2000750	597992	1
2000754	24702	1
2000755	377546	1
2000757	156462	1
2000759	566076	1
2000761	435248	1
2000762	108842	1
2000764	175264	1
2000770	575061	1
2000771	281268	1
2000775	423070	1
2000777	163299	1
2000784	169296	1
2000788	258243	1
2000791	540968	1
2000793	207449	1
2000794	546646	1
2000796	38651	1
2000797	397646	1
2000798	261158	1
2000800	162405	1
2000802	204572	1
2000803	565727	1
2000808	393206	1
2000809	50562	1
2000811	506740	1
2000812	88443	1
2000813	33907	1
2000814	227264	1
2000815	508558	1
2000816	265757	1
2000818	466592	1
2000822	110198	1
2000824	14805	1
2000825	72237	1
2000826	219945	1
2000827	443662	1
2000828	59571	1
2000829	176896	1
2000833	381268	1
2000834	282239	1
2000835	19556	1
2000837	232985	1
2000842	111099	1
2000843	525567	1
2000844	347932	1
2000845	251671	1
2000847	395335	1
2000849	40240	1
2000851	366694	1
2000854	598547	1
2000855	373199	1
2000857	392723	1
2000859	158410	1
2000861	432095	1
2000864	538511	1
2000868	416680	1
2000873	118027	1
2000875	477185	1
2000879	103817	1
2000880	212475	1
2000881	169659	1
2000882	393130	1
2000883	197601	1
2000884	511362	1
2000885	214195	1
2000886	91323	1
2000887	412036	1
2000889	394266	1
2000890	137262	1
2000893	116005	1
2000897	472834	1
2000905	316465	1
2000906	426026	1
2000908	134371	1
2000910	194379	1
2000913	443866	1
2000915	591303	1
2000917	345540	1
2000920	133415	1
2000925	234260	1
2000926	534828	1
2000933	430356	1
2000936	452337	1
2000939	129428	1
2000941	254458	1
2000943	279241	1
2000945	215645	1
2000947	42475	1
2000948	97850	1
2000950	534963	1
2000951	250563	1
2000952	599128	1
2000955	109690	1
2000956	232436	1
2000960	22545	1
2000962	292348	1
2000964	340768	1
2000969	391593	1
2000972	274927	1
2000974	523140	1
2000975	170494	1
2000976	139397	1
2000977	353293	1
2000979	597383	1
2000981	286881	1
2000983	131451	1
2000984	166669	1
2000985	588316	1
2000989	440857	1
2000991	293446	1
2000993	268914	1
2000994	37861	1
2000995	341258	1
2001000	70796	1
2001002	161714	1
2001003	208051	1
2001004	187090	1
2001008	344544	1
2001009	37917	1
2001010	369351	1
2001013	113607	1
2001016	456823	1
2001017	212866	1
2001018	435671	1
2001019	510263	1
2001020	320816	1
2001027	20027	1
2001028	524968	1
2001030	8762	1
2001031	449646	1
2001033	567810	1
2001034	486967	1
2001036	12268	1
2001039	157364	1
2001040	149922	1
2001042	562510	1
2001047	235416	1
2001049	214665	1
2001050	282227	1
2001051	144405	1
2001054	471687	1
2001056	7560	1
2001059	283196	1
2001061	578745	1
2001062	139059	1
2001063	551976	1
2001066	526056	1
2001069	221854	1
2001071	276162	1
2001072	388757	1
2001074	475370	1
2001077	535479	1
2001078	548388	1
2001079	209965	1
2001080	392030	1
2001082	502780	1
2001083	472882	1
2001084	65169	1
2001086	219444	1
2001089	274450	1
2001090	518875	1
2001095	87021	1
2001096	89595	1
2001098	66941	1
2001099	400295	1
2001101	499161	1
2001104	15272	1
2001105	143247	1
2001106	229282	1
2001108	361965	1
2001109	535408	1
2001112	455508	1
2001115	266836	1
2001116	233741	1
2001117	238747	1
2001120	179923	1
2001122	455984	1
2001123	18317	1
2001124	78644	1
2001126	498970	1
2001127	330212	1
2001129	141221	1
2001134	546589	1
2001136	349554	1
2001137	460296	1
2001138	223919	1
2001139	70886	1
2001141	122675	1
2001142	328517	1
2001143	270006	1
2001146	572859	1
2001148	385013	1
2001149	461186	1
2001153	32983	1
2001159	426559	1
2001163	40941	1
2001168	211545	1
2001170	164	1
2001171	568784	1
2001172	390237	1
2001173	576082	1
2001178	25172	1
2001181	441069	1
2001184	224869	1
2001185	114681	1
2001186	445591	1
2001187	186355	1
2001188	399607	1
2001190	505587	1
2001192	551727	1
2001195	220885	1
2001197	495282	1
2001201	516576	1
2001202	557698	1
2001203	385246	1
2001204	51947	1
2001205	375089	1
2001206	574846	1
2001208	447417	1
2001209	248768	1
2001210	393211	1
2001213	16531	1
2001216	27797	1
2001220	234932	1
2001221	359518	1
2001224	411470	1
2001228	398279	1
2001229	53496	1
2001230	449624	1
2001232	573097	1
2001234	449007	1
2001235	301447	1
2001239	20310	1
2001242	535928	1
2001243	598051	1
2001244	288004	1
2001245	1158	1
2001246	528105	1
2001247	324817	1
2001249	209859	1
2001252	183349	1
2001253	478240	1
2001254	99263	1
2001256	443747	1
2001257	345604	1
2001258	333711	1
2001260	301880	1
2001262	571382	1
2001263	128188	1
2001265	236968	1
2001268	110412	1
2001272	532498	1
2001274	172241	1
2001275	509077	1
2001276	286423	1
2001277	428619	1
2001278	463271	1
2001279	333113	1
2001280	10572	1
2001281	497383	1
2001283	264249	1
2001284	243232	1
2001285	462413	1
2001286	283478	1
2001291	359463	1
2001293	133273	1
2001294	286866	1
2001295	494236	1
2001296	269912	1
2001298	231097	1
2001300	196325	1
2001302	30093	1
2001303	326560	1
2001304	506733	1
2001305	310263	1
2001306	23488	1
2001308	439577	1
2001309	542314	1
2001311	234731	1
2001314	296902	1
2001316	544758	1
2001320	151742	1
2001321	506070	1
2001322	406542	1
2001323	502427	1
2001325	12032	1
2001327	315723	1
2001328	559523	1
2001329	372308	1
2001331	360003	1
2001332	126419	1
2001333	173328	1
2001335	253392	1
2001336	427536	1
2001337	11045	1
2001338	203825	1
2001339	505540	1
2001340	354565	1
2001342	286142	1
2001344	123632	1
2001345	217324	1
2001346	243304	1
2001349	5017	1
2001350	216694	1
2001351	386011	1
2001355	92204	1
2001356	557789	1
2001357	555963	1
2001359	89940	1
2001360	210998	1
2001361	322878	1
2001362	560301	1
2001366	38144	1
2001367	412251	1
2001369	499476	1
2001372	440706	1
2001374	538178	1
2001376	586326	1
2001380	95321	1
2001381	129074	1
2001382	230718	1
2001385	167053	1
2001386	343009	1
2001387	105790	1
2001388	43726	1
2001390	258353	1
2001395	203105	1
2001398	322013	1
2001399	176844	1
2001400	414697	1
2001402	412395	1
2001404	403930	1
2001406	353641	1
2001407	36917	1
2001408	479522	1
2001411	534051	1
2001415	325037	1
2001419	224939	1
2001420	343823	1
2001422	511480	1
2001426	309650	1
2001428	339074	1
2001429	120649	1
2001431	100280	1
2001434	15650	1
2001435	349692	1
2001436	284181	1
2001438	65660	1
2001440	60900	1
2001449	269575	1
2001450	125953	1
2001452	564759	1
2001453	340413	1
2001454	433221	1
2001455	405896	1
2001457	166487	1
2001461	422553	1
2001462	313509	1
2001463	320790	1
2001465	173438	1
2001468	116625	1
2001469	198442	1
2001470	141043	1
2001472	384991	1
2001475	87642	1
2001479	448411	1
2001482	399692	1
2001483	485891	1
2001485	571288	1
2001486	99978	1
2001488	458739	1
2001492	54941	1
2001493	454805	1
2001494	203881	1
2001495	233015	1
2001496	375228	1
2001497	430672	1
2001499	564616	1
2001500	359459	1
2001501	236380	1
2001504	580441	1
2001507	312968	1
2001508	468154	1
2001509	71036	1
2001514	594425	1
2001515	290113	1
2001517	385195	1
2001518	98033	1
2001521	553318	1
2001523	19165	1
2001524	214874	1
2001525	381692	1
2001526	575097	1
2001527	254384	1
2001529	560876	1
2001530	120283	1
2001532	96234	1
2001533	368047	1
2001534	142645	1
2001535	182298	1
2001536	237318	1
2001537	402537	1
2001541	479141	1
2001542	333876	1
2001544	240374	1
2001546	440395	1
2001550	133560	1
2001551	459648	1
2001552	67503	1
2001553	129745	1
2001554	347115	1
2001555	464650	1
2001557	200446	1
2001558	192884	1
2001559	288907	1
2001560	90555	1
2001562	212544	1
2001567	291424	1
2001568	67696	1
2001571	235135	1
2001574	518554	1
2001577	100474	1
2001580	361864	1
2001586	517022	1
2001587	131853	1
2001589	571599	1
2001590	262405	1
2001593	452496	1
2001595	239379	1
2001596	15530	1
2001599	35364	1
2001600	22436	1
2001601	488226	1
2001602	524755	1
2001605	435583	1
2001606	80827	1
2001607	388693	1
2001609	255869	1
2001610	228210	1
2001611	406378	1
2001614	201675	1
2001615	33587	1
2001618	259437	1
2001620	90700	1
2001621	155847	1
2001622	512803	1
2001623	530081	1
2001624	303615	1
2001627	517987	1
2001629	12081	1
2001630	40552	1
2001631	40760	1
2001632	254840	1
2001633	1926	1
2001634	507420	1
2001635	371759	1
2001637	310800	1
2001641	585972	1
2001643	384343	1
2001644	230459	1
2001645	597154	1
2001646	526555	1
2001648	328695	1
2001649	229044	1
2001651	399348	1
2001662	342050	1
2001665	457394	1
2001669	540304	1
2001670	569523	1
2001671	384693	1
2001674	374510	1
2001677	315741	1
2001678	31801	1
2001682	338113	1
2001684	548299	1
2001685	274500	1
2001689	335537	1
2001693	352027	1
2001695	551329	1
2001698	98946	1
2001703	25896	1
2001705	313392	1
2001709	405071	1
2001710	315158	1
2001711	482972	1
2001712	252458	1
2001715	368743	1
2001716	403643	1
2001717	422922	1
2001718	402	1
2001724	245727	1
2001728	412492	1
2001730	509237	1
2001733	93314	1
2001736	117700	1
2001737	537577	1
2001739	505405	1
2001742	329786	1
2001744	46543	1
2001747	345568	1
2001748	275670	1
2001750	261818	1
2001752	161746	1
2001755	29984	1
2001756	199706	1
2001757	174460	1
2001761	221426	1
2001765	230770	1
2001769	444461	1
2001776	401960	1
2001777	52531	1
2001779	53801	1
2001783	576362	1
2001784	259801	1
2001785	227141	1
2001786	347881	1
2001789	450939	1
2001792	429011	1
2001793	427109	1
2001795	122450	1
2001797	413415	1
2001798	301100	1
2001800	395587	1
2001801	383274	1
2001804	475688	1
2001807	295878	1
2001811	447178	1
2001812	210029	1
2001813	535085	1
2001814	502721	1
2001817	408078	1
2001818	147177	1
2001822	514276	1
2001824	301396	1
2001828	515427	1
2001833	1532	1
2001834	365979	1
2001835	530522	1
2001836	515643	1
2001837	364355	1
2001839	398415	1
2001840	434289	1
2001843	581585	1
2001844	353780	1
2001845	5658	1
2001847	151798	1
2001849	246963	1
2001852	77128	1
2001855	521061	1
2001856	49203	1
2001857	372039	1
2001858	192098	1
2001859	318005	1
2001861	566698	1
2001862	93168	1
2001863	366583	1
2001864	554937	1
2001865	445179	1
2001866	43579	1
2001867	35674	1
2001868	241783	1
2001869	517064	1
2001870	489622	1
2001872	36291	1
2001873	81299	1
2001875	340299	1
2001877	582230	1
2001878	87535	1
2001879	383568	1
2001880	589161	1
2001881	71953	1
2001882	460592	1
2001883	231999	1
2001886	192913	1
2001891	598894	1
2001892	169007	1
2001894	5667	1
2001895	295121	1
2001901	412623	1
2001904	270223	1
2001906	417866	1
2001907	39528	1
2001908	459819	1
2001909	166087	1
2001910	478115	1
2001912	133602	1
2001913	164263	1
2001916	106327	1
2001917	235364	1
2001919	97534	1
2001920	432023	1
2001921	463941	1
2001930	374334	1
2001931	402783	1
2001933	232421	1
2001934	103439	1
2001936	484340	1
2001938	72160	1
2001939	575976	1
2001940	560913	1
2001942	69641	1
2001947	300808	1
2001948	473877	1
2001952	352046	1
2001953	483330	1
2001957	504975	1
2001961	151423	1
2001964	227990	1
2001968	322253	1
2001969	552577	1
2001970	394420	1
2001972	162973	1
2001974	13834	1
2001975	293857	1
2001976	216590	1
2001977	54497	1
2001978	229985	1
2001982	12027	1
2001983	486460	1
2001985	550471	1
2001987	252475	1
2001990	380992	1
2001991	214082	1
2001992	3080	1
2001993	575576	1
2001994	447482	1
2001997	470471	1
2001998	348824	1
2002000	275960	1
2002001	487638	1
2002005	535547	1
2002007	577141	1
2002008	148627	1
2002010	488354	1
2002011	482768	1
2002014	454289	1
2002015	78686	1
2002017	200323	1
2002020	458071	1
2002021	465373	1
2002022	563344	1
2002024	80086	1
2002025	281969	1
2002027	551336	1
2002029	191104	1
2002035	594248	1
2002038	176350	1
2002039	537375	1
2002043	144211	1
2002044	349468	1
2002045	94789	1
2002046	13357	1
2002048	231789	1
2002049	193202	1
2002051	288136	1
2002055	524608	1
2002056	15313	1
2002058	426618	1
2002060	89092	1
2002061	190665	1
2002062	123449	1
2002065	397558	1
2002067	195674	1
2002068	197184	1
2002069	294291	1
2002074	226590	1
2002076	583139	1
2002077	26315	1
2002080	555659	1
2002081	210051	1
2002083	180920	1
2002086	399672	1
2002087	107883	1
2002089	34812	1
2002090	147465	1
2002091	336550	1
2002092	549926	1
2002094	38147	1
2002095	441523	1
2002097	202799	1
2002102	276884	1
2002104	229743	1
2002105	162247	1
2002107	289826	1
2002114	490255	1
2002115	315702	1
2002117	266457	1
2002119	235529	1
2002122	273485	1
2002124	390556	1
2002125	506818	1
2002126	460671	1
2002127	337236	1
2002128	259858	1
2002130	24798	1
2002131	345346	1
2002132	235195	1
2002134	406875	1
2002135	328072	1
2002136	464337	1
2002141	588987	1
2002143	385343	1
2002150	54780	1
2002151	88864	1
2002155	504246	1
2002157	271415	1
2002162	163536	1
2002163	582301	1
2002164	541512	1
2002165	196587	1
2002169	195431	1
2002170	191003	1
2002177	228703	1
2002179	185268	1
2002180	500408	1
2002183	74801	1
2002186	5181	1
2002187	125506	1
2002188	32382	1
2002189	480192	1
2002190	103423	1
2002191	91265	1
2002194	507122	1
2002197	205773	1
2002199	476128	1
2002200	387479	1
2002202	544313	1
2002205	446741	1
2002206	583289	1
2002208	43140	1
2002210	58864	1
2002214	237826	1
2002217	218229	1
2002218	109777	1
2002219	439210	1
2002222	366739	1
2002223	483315	1
2002224	304046	1
2002225	160367	1
2002226	224102	1
2002227	475289	1
2002228	104291	1
2002230	119456	1
2002231	433677	1
2002235	342110	1
2002236	429251	1
2002237	440297	1
2002240	164427	1
2002242	571715	1
2002244	256026	1
2002247	543776	1
2002249	500145	1
2002250	443015	1
2002251	536136	1
2002253	433371	1
2002254	97329	1
2002255	8276	1
2002256	362677	1
2002257	88993	1
2002259	453141	1
2002264	185678	1
2002270	271596	1
2002271	381595	1
2002272	22533	1
2002273	296340	1
2002275	483261	1
2002278	180073	1
2002282	499279	1
2002285	550332	1
2002286	413861	1
2002288	49849	1
2002292	252039	1
2002296	387780	1
2002297	66191	1
2002298	229893	1
2002299	481579	1
2002301	158558	1
2002304	475141	1
2002305	339614	1
2002309	260880	1
2002310	498047	1
2002311	374036	1
2002312	345698	1
2002313	30730	1
2002317	35295	1
2002319	225086	1
2002321	258425	1
2002325	129362	1
2002328	532152	1
2002331	799	1
2002334	176053	1
2002335	125	1
2002336	91595	1
2002338	52360	1
2002339	131421	1
2002342	214173	1
2002343	190613	1
2002345	21605	1
2002346	367142	1
2002348	2083	1
2002349	111502	1
2002351	362147	1
2002353	336771	1
2002354	209151	1
2002355	482185	1
2002357	283296	1
2002359	56932	1
2002361	404278	1
2002363	27888	1
2002364	574855	1
2002369	214942	1
2002371	210252	1
2002374	154761	1
2002378	289175	1
2002379	496588	1
2002383	150165	1
2002384	157990	1
2002385	511704	1
2002387	96962	1
2002390	141296	1
2002392	380863	1
2002394	444776	1
2002395	209728	1
2002399	550925	1
2002403	137060	1
2002404	463874	1
2002407	407253	1
2002408	52080	1
2002410	15378	1
2002416	497359	1
2002420	295153	1
2002421	437365	1
2002422	199572	1
2002423	395189	1
2002425	63747	1
2002428	143823	1
2002429	572371	1
2002431	336693	1
2002435	155964	1
2002436	182294	1
2002438	557093	1
2002441	20407	1
2002442	445901	1
2002443	71622	1
2002445	444707	1
2002447	361933	1
2002449	101614	1
2002453	320364	1
2002454	520952	1
2002456	531497	1
2002457	77371	1
2002459	596528	1
2002460	538723	1
2002461	292622	1
2002462	394708	1
2002466	325934	1
2002473	161100	1
2002474	593173	1
2002479	176626	1
2002481	460128	1
2002482	444352	1
2002483	190487	1
2002484	106538	1
2002487	176627	1
2002491	387209	1
2002497	393671	1
2002502	598360	1
2002509	12146	1
2002510	523903	1
2002511	185651	1
2002512	520758	1
2002513	451129	1
2002515	426884	1
2002518	160563	1
2002519	197423	1
2002520	166921	1
2002521	427762	1
2002523	440256	1
2002525	503979	1
2002527	343485	1
2002528	105290	1
2002535	571001	1
2002538	22193	1
2002539	550888	1
2002540	496509	1
2002541	11659	1
2002543	214431	1
2002544	457702	1
2002545	441990	1
2002546	59600	1
2002547	233916	1
2002551	44006	1
2002553	571970	1
2002554	311807	1
2002557	357980	1
2002558	587670	1
2002559	425713	1
2002563	309904	1
2002564	44529	1
2002568	450578	1
2002569	301410	1
2002571	271637	1
2002572	317722	1
2002573	127454	1
2002575	432987	1
2002579	295630	1
2002581	596046	1
2002583	385892	1
2002584	246335	1
2002585	141960	1
2002587	238677	1
2002591	519367	1
2002596	436880	1
2002597	55108	1
2002598	440533	1
2002600	306493	1
2002601	64246	1
2002608	269521	1
2002613	82025	1
2002614	485231	1
2002615	182866	1
2002616	156381	1
2002619	68550	1
2002620	26400	1
2002624	270577	1
2002625	72334	1
2002626	160234	1
2002629	157765	1
2002630	21490	1
2002634	37244	1
2002635	82562	1
2002636	66640	1
2002637	226106	1
2002638	550939	1
2002641	543630	1
2002643	556770	1
2002646	401848	1
2002652	412417	1
2002660	50635	1
2002666	473688	1
2002667	518008	1
2002668	82284	1
2002669	119018	1
2002670	199789	1
2002671	94429	1
2002673	154178	1
2002676	503684	1
2002681	321680	1
2002683	19481	1
2002685	565007	1
2002686	552220	1
2002687	28074	1
2002688	180166	1
2002690	150837	1
2002693	263867	1
2002695	526384	1
2002697	117778	1
2002698	333928	1
2002699	101599	1
2002700	140290	1
2002701	103331	1
2002702	474402	1
2002704	169398	1
2002705	66925	1
2002706	417170	1
2002709	470562	1
2002710	256601	1
2002711	539465	1
2002714	383604	1
2002716	13680	1
2002719	353486	1
2002720	360412	1
2002721	543945	1
2002722	526062	1
2002724	478559	1
2002734	55053	1
2002736	371838	1
2002738	295750	1
2002740	474851	1
2002744	281747	1
2002748	126633	1
2002750	34846	1
2002752	76377	1
2002753	261633	1
2002754	591964	1
2002759	393285	1
2002760	59853	1
2002761	99420	1
2002770	395936	1
2002771	283187	1
2002774	206806	1
2002777	407524	1
2002778	232873	1
2002779	498011	1
2002782	53419	1
2002784	439504	1
2002785	38628	1
2002786	40681	1
2002787	202871	1
2002790	442544	1
2002791	510219	1
2002792	145485	1
2002796	76845	1
2002798	335770	1
2002799	443079	1
2002804	373139	1
2002805	183880	1
2002808	210097	1
2002812	26369	1
2002813	475230	1
2002816	352649	1
2002817	476678	1
2002820	93300	1
2002821	156055	1
2002822	460328	1
2002823	488141	1
2002828	338712	1
2002832	69604	1
2002833	75130	1
2002834	315712	1
2002835	293134	1
2002836	328215	1
2002838	254093	1
2002839	378295	1
2002840	273675	1
2002843	21190	1
2002845	171236	1
2002847	598111	1
2002848	296781	1
2002849	558988	1
2002850	16752	1
2002851	544654	1
2002854	118191	1
2002856	245339	1
2002858	46894	1
2002860	246193	1
2002862	518122	1
2002865	518408	1
2002867	428152	1
2002869	517101	1
2002870	132904	1
2002871	543856	1
2002873	319220	1
2002874	537227	1
2002877	396780	1
2002878	200084	1
2002879	532243	1
2002880	566460	1
2002881	409850	1
2002882	55276	1
2002886	552235	1
2002887	333414	1
2002888	41447	1
2002889	580537	1
2002890	217557	1
2002891	232563	1
2002895	370476	1
2002897	469735	1
2002901	370309	1
2002903	192133	1
2002905	125508	1
2002907	24905	1
2002908	12008	1
2002911	427410	1
2002914	370014	1
2002917	114477	1
2002920	484313	1
2002921	534032	1
2002924	436494	1
2002925	299621	1
2002926	461538	1
2002927	571732	1
2002928	364837	1
2002929	415683	1
2002930	124320	1
2002931	525082	1
2002935	302310	1
2002939	389343	1
2002941	139914	1
2002950	192270	1
2002952	66767	1
2002953	264983	1
2002954	225292	1
2002955	50260	1
2002956	276699	1
2002957	262524	1
2002959	112167	1
2002961	217687	1
2002963	287781	1
2002964	343337	1
2002967	591325	1
2002968	159284	1
2002970	598706	1
2002973	173335	1
2002975	4799	1
2002976	84863	1
2002977	536505	1
2002978	367747	1
2002979	27341	1
2002980	149580	1
2002982	295336	1
2002984	586754	1
2002986	157231	1
2002987	457466	1
2002989	158614	1
2002990	457429	1
2002991	495742	1
2002992	111088	1
2002993	556993	1
2002994	23408	1
2002995	485383	1
2002996	69970	1
2003002	176783	1
2003005	533449	1
2003006	294614	1
2003008	476210	1
2003010	108132	1
2003016	265822	1
2003018	497458	1
2003021	296057	1
2003022	333446	1
2003023	559342	1
2003026	539089	1
2003027	182253	1
2003029	262539	1
2003032	205575	1
2003034	556610	1
2003036	480472	1
2003039	503221	1
2003042	268747	1
2003043	392671	1
2003045	147643	1
2003051	21843	1
2003052	192883	1
2003053	59456	1
2003054	192015	1
2003055	266138	1
2003061	4414	1
2003062	204142	1
2003066	297119	1
2003069	307845	1
2003071	225677	1
2003072	570122	1
2003075	253030	1
2003077	543184	1
2003080	558131	1
2003082	491049	1
2003083	220559	1
2003086	494167	1
2003088	312147	1
2003092	150847	1
2003093	27493	1
2003095	245640	1
2003098	488954	1
2003099	25509	1
2003100	196920	1
2003102	133072	1
2003103	216789	1
2003108	571362	1
2003109	483588	1
2003110	417558	1
2003111	207437	1
2003112	270645	1
2003115	200611	1
2003119	123037	1
2003121	468424	1
2003122	367880	1
2003128	411000	1
2003129	34358	1
2003131	91774	1
2003132	461943	1
2003134	125160	1
2003135	42870	1
2003139	225235	1
2003141	360773	1
2003142	376439	1
2003143	664	1
2003144	548537	1
2003149	492659	1
2003151	284578	1
2003156	500715	1
2003157	288001	1
2003158	177363	1
